Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Airline_clean,Source_clean,Duration_Minutes,Total_Stops_Num,Source_Code
Saudia,2019-06-12,Jeddah,London,Jeddah → London,22:00,19:15,21h 15m,2 stops,Multi Stopover,10231,saudia,jeddah,1275,2.0,JED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,09:40,12:35,26h 55m,2 stops,No Meal,10368,saudia,jeddah,1615,2.0,JED
Saudia,2019-06-06,Jeddah,London,Jeddah → London,07:05,09:25,26h 20m,2 stops,Multi Stopover,11447,saudia,jeddah,1580,2.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,05:25,04:25,23h,2 stops,Multi Stopover,18799,saudia,jeddah,1380,2.0,JED
Saudia,2019-03-09,Dammam,Riyadh,Dammam → Riyadh,15:10,17:45,2h 35m,non-stop,Express Flight,4462,saudia,dammam,155,0.0,DMM
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,20:25,19:10,22h 45m,1 stop,Standard Stopover,13067,saudia,dammam,1365,1.0,DMM
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,18:55,19:50,24h 55m,1 stop,Standard Stopover,12681,saudia,dammam,1495,1.0,DMM
Flynas,2019-06-03,Abha,Dammam,Abha → Dammam,07:05,09:20,2h 15m,non-stop,Express Flight,3687,flynas,abha,135,0.0,AHB
Saudia,2019-03-27,Jeddah,London,Jeddah → London,17:30,01:35,8h 5m,1 stop,Standard Stopover,6628,saudia,jeddah,485,1.0,JED
Saudia,2019-03-09,Jeddah,London,Jeddah → London,21:40,07:40,10h,1 stop,Standard Stopover,13832,saudia,jeddah,600,1.0,JED
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,08:30,11:30,3h,non-stop,Express Flight,6860,saudia,riyadh,180,0.0,RUH
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,12:00,11:10,23h 10m,2 stops,Multi Stopover,10676,saudia,dammam,1390,2.0,DMM
Saudia,2019-06-03,Jeddah,London,Jeddah → London,22:50,04:25,5h 35m,1 stop,Standard Stopover,14714,saudia,jeddah,335,1.0,JED
Saudia,2019-06-12,Jeddah,London,Jeddah → London,19:45,19:00,23h 15m,1 stop,No Meal,10262,saudia,jeddah,1395,1.0,JED
Saudia,2019-05-21,Medina,Cairo,Medina → Cairo,19:05,20:35,1h 30m,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,07:35,22:55,15h 20m,1 stop,Standard Stopover,6785,saudia,dammam,920,1.0,DMM
Saudia,2019-05-21,Jeddah,London,Jeddah → London,16:00,01:30,9h 30m,1 stop,Standard Stopover,14067,saudia,jeddah,570,1.0,JED
Saudia,2019-05-21,Jeddah,London,Jeddah → London,20:00,04:25,8h 25m,2 stops,No Meal,15318,saudia,jeddah,505,2.0,JED
Saudia,2019-03-09,Jeddah,London,Jeddah → London,18:15,04:25,10h 10m,1 stop,No Meal,14053,saudia,jeddah,610,1.0,JED
Saudia,2019-06-27,Medina,Cairo,Medina → Cairo,07:05,08:30,1h 25m,non-stop,Express Flight,8040,saudia,medina,85,0.0,MED
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,05:50,08:55,27h 5m,2 stops,Multi Stopover,12723,saudia,dammam,1625,2.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,14:00,12:35,22h 35m,1 stop,No Meal,10262,saudia,jeddah,1355,1.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,16:45,07:10,14h 25m,1 stop,Standard Stopover,6151,saudia,jeddah,865,1.0,JED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,17:55,22:50,4h 55m,1 stop,Standard Stopover,5409,saudia,jeddah,295,1.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,20:20,20:20,24h,1 stop,Standard Stopover,9345,saudia,dammam,1440,1.0,DMM
Saudia,2019-06-15,Jeddah,London,Jeddah → London,12:55,19:15,30h 20m,2 stops,Multi Stopover,12646,saudia,jeddah,1820,2.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,13:25,12:35,23h 10m,2 stops,No Meal,11150,saudia,jeddah,1390,2.0,JED
Saudia,2019-03-06,Medina,Cairo,Medina → Cairo,16:55,18:25,1h 30m,non-stop,Express Flight,4784,saudia,medina,90,0.0,MED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,21:50,04:25,6h 35m,1 stop,Standard Stopover,12242,saudia,jeddah,395,1.0,JED
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,22:40,10:40,12h,1 stop,Standard Stopover,11323,saudia,dammam,720,1.0,DMM
Saudia,2019-04-18,Dammam,Riyadh,Dammam → Riyadh,19:55,22:25,2h 30m,non-stop,Express Flight,4409,saudia,dammam,150,0.0,DMM
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,08:55,21:20,12h 25m,1 stop,Standard Stopover,16736,saudia,riyadh,745,1.0,RUH
Saudia,2019-05-27,Medina,Cairo,Medina → Cairo,19:30,20:45,1h 15m,non-stop,Express Flight,3100,saudia,medina,75,0.0,MED
Saudia,2019-05-18,Jeddah,London,Jeddah → London,05:30,19:00,13h 30m,2 stops,No Meal,13029,saudia,jeddah,810,2.0,JED
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,14:25,16:55,2h 30m,non-stop,Express Flight,4804,saudia,dammam,150,0.0,DMM
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,07:10,20:20,13h 10m,1 stop,Standard Stopover,9555,saudia,dammam,790,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,15:00,12:35,21h 35m,1 stop,No Meal,10262,saudia,jeddah,1295,1.0,JED
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,19:35,22:05,2h 30m,non-stop,Express Flight,5964,saudia,dammam,150,0.0,DMM
Saudia,2019-06-12,Jeddah,London,Jeddah → London,02:00,07:45,5h 45m,1 stop,Standard Stopover,6386,saudia,jeddah,345,1.0,JED
Saudia,2019-04-09,Jeddah,London,Jeddah → London,08:00,19:15,11h 15m,1 stop,Standard Stopover,6377,saudia,jeddah,675,1.0,JED
Flynas,2019-03-18,Abha,Dammam,Abha → Dammam,08:20,10:35,2h 15m,non-stop,No Baggage,3807,flynas,abha,135,0.0,AHB
Saudia,2019-06-03,Jeddah,London,Jeddah → London,16:00,01:30,9h 30m,1 stop,Standard Stopover,13377,saudia,jeddah,570,1.0,JED
Saudia,2019-04-12,Dammam,Riyadh,Dammam → Riyadh,09:00,11:25,2h 25m,non-stop,No Baggage,3841,saudia,dammam,145,0.0,DMM
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,14:35,14:35,24h,1 stop,Standard Stopover,6528,saudia,dammam,1440,1.0,DMM
Saudia,2019-05-24,Medina,Cairo,Medina → Cairo,06:20,07:40,1h 20m,non-stop,Express Flight,3100,saudia,medina,80,0.0,MED
Flynas,2019-06-24,Abha,Dammam,Abha → Dammam,07:45,10:00,2h 15m,non-stop,Express Flight,3687,flynas,abha,135,0.0,AHB
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,08:00,05:05,21h 5m,1 stop,Standard Stopover,14815,saudia,riyadh,1265,1.0,RUH
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,04:00,06:50,2h 50m,non-stop,Express Flight,3943,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-12,Jeddah,London,Jeddah → London,20:55,04:25,7h 30m,1 stop,Standard Stopover,14714,saudia,jeddah,450,1.0,JED
Saudia,2019-04-24,Dammam,Riyadh,Dammam → Riyadh,15:05,20:20,5h 15m,1 stop,Standard Stopover,4859,saudia,dammam,315,1.0,DMM
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,14:05,22:35,8h 30m,1 stop,No Meal,10844,saudia,dammam,510,1.0,DMM
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,12:10,17:05,4h 55m,1 stop,Standard Stopover,4410,saudia,riyadh,295,1.0,RUH
Saudia,2019-05-21,Medina,Cairo,Medina → Cairo,02:35,04:05,1h 30m,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED
Saudia,2019-04-06,Riyadh,Jeddah,Riyadh → Jeddah,19:50,22:50,3h,non-stop,Express Flight,7229,saudia,riyadh,180,0.0,RUH
Saudia,2019-03-09,Riyadh,Dubai,Riyadh → Dubai,23:30,02:20,2h 50m,non-stop,Express Flight,5694,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-09,Jeddah,London,Jeddah → London,17:00,01:30,8h 30m,1 stop,Standard Stopover,9424,saudia,jeddah,510,1.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,19:45,19:00,23h 15m,1 stop,No Meal,10262,saudia,jeddah,1395,1.0,JED
Saudia,2019-06-09,Jeddah,London,Jeddah → London,17:15,07:40,14h 25m,2 stops,Multi Stopover,12199,saudia,jeddah,865,2.0,JED
Saudia,2019-05-06,Riyadh,Jeddah,Riyadh → Jeddah,11:30,14:20,2h 50m,non-stop,Express Flight,4668,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-21,Riyadh,Dubai,Riyadh → Dubai,05:45,00:45,19h,1 stop,No Meal,7832,saudia,riyadh,1140,1.0,RUH
Saudia,2019-03-21,Riyadh,Dubai,Riyadh → Dubai,09:35,12:30,2h 55m,non-stop,Express Flight,4945,saudia,riyadh,175,0.0,RUH
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,05:50,22:10,40h 20m,2 stops,Multi Stopover,11791,saudia,riyadh,2420,2.0,RUH
Saudia,2019-04-12,Dammam,Riyadh,Dammam → Riyadh,06:55,09:30,2h 35m,non-stop,No Baggage,3841,saudia,dammam,155,0.0,DMM
Saudia,2019-04-03,Riyadh,Jeddah,Riyadh → Jeddah,20:55,23:40,2h 45m,non-stop,Express Flight,4239,saudia,riyadh,165,0.0,RUH
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,14:05,00:45,10h 40m,1 stop,Standard Stopover,14815,saudia,riyadh,640,1.0,RUH
Saudia,2019-06-09,Jeddah,London,Jeddah → London,09:40,19:00,9h 20m,2 stops,Multi Stopover,13014,saudia,jeddah,560,2.0,JED
Saudia,2019-06-09,Jeddah,London,Jeddah → London,10:20,19:00,8h 40m,1 stop,Standard Stopover,11789,saudia,jeddah,520,1.0,JED
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,19:45,04:45,9h,1 stop,No Meal,10031,saudia,dammam,540,1.0,DMM
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,09:25,17:20,31h 55m,2 stops,Multi Stopover,13616,saudia,dammam,1915,2.0,DMM
Saudia,2019-03-21,Jeddah,London,Jeddah → London,19:00,01:35,6h 35m,1 stop,Standard Stopover,6838,saudia,jeddah,395,1.0,JED
Saudia,2019-05-24,Riyadh,Jeddah,Riyadh → Jeddah,17:45,20:45,3h,non-stop,Express Flight,7229,saudia,riyadh,180,0.0,RUH
Saudia,2019-04-12,Riyadh,Jeddah,Riyadh → Jeddah,06:05,08:50,2h 45m,non-stop,Express Flight,4990,saudia,riyadh,165,0.0,RUH
Saudia,2019-05-27,Jeddah,London,Jeddah → London,07:00,12:55,5h 55m,1 stop,Standard Stopover,5752,saudia,jeddah,355,1.0,JED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,15:05,01:30,10h 25m,2 stops,Multi Stopover,18191,saudia,jeddah,625,2.0,JED
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,20:25,09:45,13h 20m,1 stop,No Meal,10539,saudia,dammam,800,1.0,DMM
Saudia,2019-03-09,Jeddah,London,Jeddah → London,16:45,07:10,14h 25m,1 stop,Standard Stopover,8327,saudia,jeddah,865,1.0,JED
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,14:05,22:35,8h 30m,1 stop,No Meal,10844,saudia,dammam,510,1.0,DMM
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,22:20,00:40,2h 20m,non-stop,Express Flight,3873,saudia,dammam,140,0.0,DMM
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,21:25,10:25,13h,1 stop,Standard Stopover,13555,saudia,riyadh,780,1.0,RUH
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,20:00,18:15,22h 15m,1 stop,No Meal,10844,saudia,dammam,1335,1.0,DMM
Saudia,2019-04-01,Riyadh,Jeddah,Riyadh → Jeddah,21:00,23:50,2h 50m,non-stop,Express Flight,5403,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,20:45,23:20,2h 35m,non-stop,Express Flight,4145,saudia,dammam,155,0.0,DMM
Saudia,2019-06-09,Jeddah,London,Jeddah → London,19:15,19:00,23h 45m,1 stop,No Meal,10577,saudia,jeddah,1425,1.0,JED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,09:45,09:25,23h 40m,2 stops,Multi Stopover,9925,saudia,jeddah,1420,2.0,JED
Saudia,2019-06-15,Medina,Cairo,Medina → Cairo,19:05,20:35,1h 30m,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,16:45,21:05,28h 20m,1 stop,Standard Stopover,7662,saudia,dammam,1700,1.0,DMM
Saudia,2019-03-12,Medina,Cairo,Medina → Cairo,03:00,16:35,13h 35m,1 stop,Standard Stopover,22294,saudia,medina,815,1.0,MED
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,13:00,15:50,2h 50m,non-stop,Express Flight,6144,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-06,Medina,Cairo,Medina → Cairo,19:50,16:50,21h,2 stops,Multi Stopover,24210,saudia,medina,1260,2.0,MED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,13:00,01:35,12h 35m,1 stop,Standard Stopover,12327,saudia,jeddah,755,1.0,JED
Saudia,2019-03-18,Medina,Cairo,Medina → Cairo,13:10,14:30,1h 20m,non-stop,Express Flight,2437,saudia,medina,80,0.0,MED
Saudia,2019-06-12,Medina,Cairo,Medina → Cairo,05:45,07:15,1h 30m,non-stop,Express Flight,2753,saudia,medina,90,0.0,MED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,09:35,23:35,14h,1 stop,Standard Stopover,14151,saudia,dammam,840,1.0,DMM
Flynas,2019-06-21,Abha,Dammam,Abha → Dammam,17:45,20:05,2h 20m,non-stop,Express Flight,11982,flynas,abha,140,0.0,AHB
Saudia,2019-03-03,Jeddah,London,Jeddah → London,11:55,21:20,9h 25m,2 stops,Multi Stopover,9413,saudia,jeddah,565,2.0,JED
Saudia,2019-05-15,Jeddah,London,Jeddah → London,17:15,19:15,26h,2 stops,Multi Stopover,13022,saudia,jeddah,1560,2.0,JED
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,06:40,14:35,7h 55m,1 stop,Standard Stopover,3673,saudia,dammam,475,1.0,DMM
Saudia,2019-03-06,Jeddah,London,Jeddah → London,22:20,04:25,6h 5m,1 stop,Standard Stopover,15764,saudia,jeddah,365,1.0,JED
Saudia,2019-06-24,Jeddah,London,Jeddah → London,21:25,12:35,15h 10m,2 stops,Multi Stopover,12609,saudia,jeddah,910,2.0,JED
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,09:45,14:25,4h 40m,1 stop,Business,57209,saudia,riyadh,280,1.0,RUH
Saudia,2019-04-06,Riyadh,Jeddah,Riyadh → Jeddah,09:45,12:35,2h 50m,non-stop,Express Flight,5613,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-21,Jeddah,London,Jeddah → London,04:45,19:15,14h 30m,1 stop,Standard Stopover,6630,saudia,jeddah,870,1.0,JED
Saudia,2019-06-27,Medina,Cairo,Medina → Cairo,19:35,21:05,1h 30m,non-stop,Express Flight,5678,saudia,medina,90,0.0,MED
Saudia,2019-03-21,Riyadh,Dubai,Riyadh → Dubai,22:50,07:40,8h 50m,1 stop,No Meal,7045,saudia,riyadh,530,1.0,RUH
Saudia,2019-03-09,Dammam,Riyadh,Dammam → Riyadh,14:20,16:55,2h 35m,non-stop,Express Flight,4148,saudia,dammam,155,0.0,DMM
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,10:30,22:55,12h 25m,1 stop,Standard Stopover,11003,saudia,riyadh,745,1.0,RUH
Saudia,2019-05-18,Jeddah,London,Jeddah → London,06:05,09:25,27h 20m,1 stop,Standard Stopover,7480,saudia,jeddah,1640,1.0,JED
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,22:15,00:50,2h 35m,non-stop,Express Flight,4804,saudia,dammam,155,0.0,DMM
Saudia,2019-05-12,Medina,Cairo,Medina → Cairo,02:55,04:20,1h 25m,non-stop,No Meal,4050,saudia,medina,85,0.0,MED
Saudia,2019-06-27,Riyadh,Jeddah,Riyadh → Jeddah,10:00,12:45,2h 45m,non-stop,Express Flight,6961,saudia,riyadh,165,0.0,RUH
Saudia,2019-06-03,Jeddah,London,Jeddah → London,16:00,19:00,27h,1 stop,No Meal,10262,saudia,jeddah,1620,1.0,JED
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,23:55,02:45,2h 50m,non-stop,Express Flight,3383,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-09,Jeddah,London,Jeddah → London,20:30,23:00,26h 30m,1 stop,Standard Stopover,8119,saudia,jeddah,1590,1.0,JED
Saudia,2019-06-06,Jeddah,London,Jeddah → London,02:15,19:00,16h 45m,1 stop,Standard Stopover,14714,saudia,jeddah,1005,1.0,JED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,06:00,19:00,13h,1 stop,Standard Stopover,13259,saudia,jeddah,780,1.0,JED
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,07:45,10:40,2h 55m,non-stop,Express Flight,7222,saudia,riyadh,175,0.0,RUH
Saudia,2019-05-09,Jeddah,London,Jeddah → London,16:45,07:10,14h 25m,1 stop,Standard Stopover,7353,saudia,jeddah,865,1.0,JED
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,21:10,08:15,11h 5m,1 stop,Standard Stopover,14178,saudia,dammam,665,1.0,DMM
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,07:00,05:05,22h 5m,1 stop,Standard Stopover,26890,saudia,riyadh,1325,1.0,RUH
Saudia,2019-05-12,Medina,Cairo,Medina → Cairo,19:30,20:45,1h 15m,non-stop,Express Flight,3625,saudia,medina,75,0.0,MED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,11:40,19:15,7h 35m,1 stop,Standard Stopover,9001,saudia,jeddah,455,1.0,JED
Saudia,2019-05-27,Dammam,Riyadh,Dammam → Riyadh,20:45,23:20,2h 35m,non-stop,Express Flight,4145,saudia,dammam,155,0.0,DMM
Saudia,2019-05-09,Jeddah,London,Jeddah → London,05:30,12:35,7h 5m,2 stops,No Meal,15544,saudia,jeddah,425,2.0,JED
Saudia,2019-06-15,Medina,Cairo,Medina → Cairo,13:15,14:45,1h 30m,non-stop,Express Flight,2017,saudia,medina,90,0.0,MED
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,10:00,05:25,19h 25m,2 stops,Multi Stopover,14424,saudia,dammam,1165,2.0,DMM
Saudia,2019-06-15,Dammam,Riyadh,Dammam → Riyadh,15:20,17:55,2h 35m,non-stop,Express Flight,3514,saudia,dammam,155,0.0,DMM
Saudia,2019-05-27,Jeddah,London,Jeddah → London,18:35,01:30,6h 55m,1 stop,Standard Stopover,6628,saudia,jeddah,415,1.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,23:05,04:25,29h 20m,2 stops,Multi Stopover,15339,saudia,jeddah,1760,2.0,JED
Saudia,2019-03-09,Riyadh,Dubai,Riyadh → Dubai,21:10,23:55,2h 45m,non-stop,Express Flight,7591,saudia,riyadh,165,0.0,RUH
Saudia,2019-06-01,Jeddah,London,Jeddah → London,11:30,04:25,16h 55m,1 stop,No Meal,10262,saudia,jeddah,1015,1.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,06:30,16:20,9h 50m,1 stop,No Meal,10844,saudia,dammam,590,1.0,DMM
Saudia,2019-06-06,Jeddah,London,Jeddah → London,09:40,04:25,18h 45m,2 stops,Multi Stopover,13014,saudia,jeddah,1125,2.0,JED
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,16:45,21:05,28h 20m,1 stop,Standard Stopover,7872,saudia,dammam,1700,1.0,DMM
Saudia,2019-05-15,Jeddah,London,Jeddah → London,14:25,17:40,3h 15m,non-stop,Express Flight,6541,saudia,jeddah,195,0.0,JED
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,06:55,23:20,16h 25m,1 stop,Standard Stopover,6987,saudia,riyadh,985,1.0,RUH
Saudia,2019-06-01,Riyadh,Jeddah,Riyadh → Jeddah,18:55,21:50,2h 55m,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH
Saudia,2019-05-21,Riyadh,Jeddah,Riyadh → Jeddah,05:45,08:45,3h,non-stop,Express Flight,6961,saudia,riyadh,180,0.0,RUH
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,06:30,18:15,11h 45m,1 stop,No Meal,9899,saudia,dammam,705,1.0,DMM
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,09:45,16:00,6h 15m,1 stop,Standard Stopover,12295,saudia,riyadh,375,1.0,RUH
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,09:10,11:05,25h 55m,2 stops,Multi Stopover,6117,saudia,dammam,1555,2.0,DMM
Flynas,2019-05-01,Abha,Dammam,Abha → Dammam,09:45,12:00,2h 15m,non-stop,No Baggage,3543,flynas,abha,135,0.0,AHB
Saudia,2019-03-06,Jeddah,London,Jeddah → London,16:40,19:15,26h 35m,2 stops,Multi Stopover,12646,saudia,jeddah,1595,2.0,JED
Saudia,2019-05-18,Riyadh,Jeddah,Riyadh → Jeddah,21:10,00:05,2h 55m,non-stop,No Baggage,3919,saudia,riyadh,175,0.0,RUH
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,11:50,11:35,23h 45m,1 stop,Standard Stopover,6982,saudia,riyadh,1425,1.0,RUH
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,17:00,18:45,25h 45m,1 stop,Standard Stopover,13100,saudia,dammam,1545,1.0,DMM
Saudia,2019-05-27,Jeddah,London,Jeddah → London,09:00,19:00,10h,1 stop,Standard Stopover,16079,saudia,jeddah,600,1.0,JED
Saudia,2019-03-09,Jeddah,London,Jeddah → London,06:40,19:15,12h 35m,1 stop,Standard Stopover,13082,saudia,jeddah,755,1.0,JED
Saudia,2019-05-03,Riyadh,Jeddah,Riyadh → Jeddah,13:20,16:10,2h 50m,non-stop,Express Flight,6121,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,16:55,19:55,3h,non-stop,Express Flight,4823,saudia,riyadh,180,0.0,RUH
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,18:55,04:40,9h 45m,1 stop,Standard Stopover,13941,saudia,dammam,585,1.0,DMM
Saudia,2019-04-03,Riyadh,Jeddah,Riyadh → Jeddah,18:55,22:00,3h 5m,non-stop,No Meal,4544,saudia,riyadh,185,0.0,RUH
Saudia,2019-04-15,Dammam,Riyadh,Dammam → Riyadh,20:45,23:20,2h 35m,non-stop,Express Flight,4145,saudia,dammam,155,0.0,DMM
Saudia,2019-04-06,Riyadh,Jeddah,Riyadh → Jeddah,21:10,00:05,2h 55m,non-stop,No Baggage,3919,saudia,riyadh,175,0.0,RUH
Flynas,2019-06-01,Abha,Dammam,Abha → Dammam,17:45,20:05,2h 20m,non-stop,Express Flight,11982,flynas,abha,140,0.0,AHB
Saudia,2019-06-27,Jeddah,London,Jeddah → London,02:00,07:25,5h 25m,1 stop,Standard Stopover,5636,saudia,jeddah,325,1.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,16:40,19:15,26h 35m,2 stops,Multi Stopover,8656,saudia,jeddah,1595,2.0,JED
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,16:30,22:35,6h 5m,1 stop,No Meal,10844,saudia,dammam,365,1.0,DMM
Saudia,2019-06-24,Jeddah,London,Jeddah → London,07:05,16:10,9h 5m,1 stop,Standard Stopover,9856,saudia,jeddah,545,1.0,JED
Saudia,2019-04-09,Riyadh,Jeddah,Riyadh → Jeddah,04:00,06:50,2h 50m,non-stop,Express Flight,3943,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,17:25,08:45,15h 20m,2 stops,Multi Stopover,11570,saudia,riyadh,920,2.0,RUH
Saudia,2019-04-12,Dammam,Riyadh,Dammam → Riyadh,19:55,22:25,2h 30m,non-stop,Express Flight,4409,saudia,dammam,150,0.0,DMM
Saudia,2019-06-01,Jeddah,London,Jeddah → London,14:10,17:10,3h,non-stop,Express Flight,6934,saudia,jeddah,180,0.0,JED
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,22:55,10:25,11h 30m,1 stop,Standard Stopover,13817,saudia,riyadh,690,1.0,RUH
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,09:35,09:45,24h 10m,1 stop,Standard Stopover,12121,saudia,dammam,1450,1.0,DMM
Saudia,2019-06-18,Dammam,Riyadh,Dammam → Riyadh,17:15,19:50,2h 35m,non-stop,Express Flight,4804,saudia,dammam,155,0.0,DMM
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,08:20,11:20,3h,non-stop,No Meal,5769,saudia,riyadh,180,0.0,RUH
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,14:55,17:25,2h 30m,non-stop,Express Flight,4174,saudia,dammam,150,0.0,DMM
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,09:35,12:30,2h 55m,non-stop,Express Flight,6309,saudia,riyadh,175,0.0,RUH
Saudia,2019-05-18,Medina,Cairo,Medina → Cairo,05:45,07:15,1h 30m,non-stop,No Baggage,1965,saudia,medina,90,0.0,MED
Saudia,2019-05-27,Jeddah,London,Jeddah → London,07:05,21:00,13h 55m,1 stop,No Meal,10406,saudia,jeddah,835,1.0,JED
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,09:10,13:15,4h 5m,1 stop,Standard Stopover,8996,saudia,dammam,245,1.0,DMM
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,08:25,18:15,9h 50m,1 stop,No Meal,10844,saudia,dammam,590,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,18:15,01:30,7h 15m,1 stop,Standard Stopover,13377,saudia,jeddah,435,1.0,JED
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,11:35,18:50,7h 15m,1 stop,Standard Stopover,8479,saudia,dammam,435,1.0,DMM
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,18:40,09:00,14h 20m,1 stop,Standard Stopover,31825,saudia,riyadh,860,1.0,RUH
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,20:55,23:50,2h 55m,non-stop,Express Flight,5706,saudia,riyadh,175,0.0,RUH
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,11:40,08:15,20h 35m,1 stop,Standard Stopover,12284,saudia,riyadh,1235,1.0,RUH
