Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
0,6/03/2019,0,1,DEL → HYD → COK,11:55,22:20,10h 25m,1,No info,6442
0,12/06/2019,1,Banglore,CCU → BLR,22:20,00:40 13 Jun,2h 20m,0,No check-in baggage included,3841
1,3/06/2019,0,1,DEL → AMD → BOM → COK,19:45,19:15 04 Jun,23h 30m,2,No info,10441
3,1/06/2019,0,1,DEL → BOM → COK,10:00,21:00,11h,1,No info,13587
2,15/05/2019,1,Banglore,CCU → DEL → BLR,20:25,14:25 16 May,18h,1,No info,11467
0,3/03/2019,3,4,MAA → CCU,13:20,15:35,2h 15m,0,No info,7295
0,1/05/2019,3,4,MAA → CCU,09:45,12:00,2h 15m,0,No info,3597
3,9/05/2019,0,1,DEL → BOM → COK,06:40,19:15,12h 35m,1,No info,7787
0,6/03/2019,0,1,DEL → BOM → COK,06:40,21:00,14h 20m,1,No info,14871
0,15/06/2019,3,4,MAA → CCU,15:40,18:25,2h 45m,0,No info,3540
0,1/06/2019,0,1,DEL → HYD → COK,06:50,22:30,15h 40m,1,No info,6442
4,24/06/2019,4,0,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383
4,18/04/2019,1,Banglore,CCU → BLR,22:50,01:20 19 Apr,2h 30m,0,No info,4409
0,9/05/2019,3,4,MAA → CCU,07:55,10:15,2h 20m,0,No info,3850
3,24/06/2019,0,1,DEL → HYD → COK,13:15,22:30,9h 15m,1,No info,8018
2,1/04/2019,1,Banglore,CCU → DEL → BLR,20:25,15:05 02 Apr,18h 40m,1,No info,11467
1,6/06/2019,4,0,BLR → DEL,11:30,14:20,2h 50m,0,No info,4668
2,24/06/2019,0,1,DEL → CCU → BOM → COK,17:35,19:00 25 Jun,25h 25m,2,No info,13922
1,6/05/2019,2,3,BOM → HYD,06:20,07:40,1h 20m,0,No info,3625
4,18/05/2019,1,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,5989
0,21/04/2019,4,0,BLR → DEL,04:00,06:50,2h 50m,0,No info,4423
2,18/06/2019,0,1,DEL → COK,09:50,13:05,3h 15m,0,No info,9564
2,12/06/2019,1,Banglore,CCU → BOM → BLR,16:30,18:15 13 Jun,25h 45m,1,In-flight meal not included,8529
1,6/06/2019,1,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4145
0,3/05/2019,1,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804
0,1/06/2019,0,1,DEL → HYD → COK,14:20,22:30,8h 10m,1,No info,6938
2,06/03/2019,4,2,BLR → BOM → DEL,08:00,07:40 07 Mar,23h 40m,1,No info,14815
3,6/03/2019,0,1,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,15077
2,15/06/2019,0,1,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,No info,13014
1,9/06/2019,1,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2,No info,11201
2,6/06/2019,1,Banglore,CCU → DEL → BLR,20:25,18:00 07 Jun,21h 35m,1,No info,12692
3,1/06/2019,0,1,DEL → HYD → COK,09:45,16:10,6h 25m,1,No info,9646
2,24/05/2019,0,1,DEL → BOM → COK,22:50,04:25 25 May,5h 35m,1,No info,16079
1,15/05/2019,1,Banglore,CCU → BBI → HYD → BLR,09:10,11:05 16 May,25h 55m,2,No info,6117
3,9/06/2019,0,1,DEL → BOM → COK,15:15,01:30 10 Jun,10h 15m,1,No info,6795
1,1/06/2019,2,3,BOM → HYD,21:05,22:25,1h 20m,0,No info,3100
2,9/05/2019,0,1,DEL → BOM → COK,02:15,12:35,10h 20m,1,No info,15851
1,6/06/2019,3,4,MAA → CCU,07:05,09:20,2h 15m,0,No info,3687
0,12/04/2019,4,0,BLR → DEL,16:55,19:55,3h,0,No info,4990
2,9/05/2019,0,1,DEL → BOM → COK,19:15,19:00 10 May,23h 45m,1,No info,15554
3,15/06/2019,0,1,DEL → BOM → COK,06:00,19:15,13h 15m,1,No info,9526
0,18/05/2019,0,1,DEL → COK,05:35,08:50,3h 15m,0,No info,6015
1,1/05/2019,1,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2,No info,10676
2,27/05/2019,0,1,DEL → BOM → COK,18:15,12:35 28 May,18h 20m,1,In-flight meal not included,12898
2,27/05/2019,0,1,DEL → AMD → BOM → COK,23:05,04:25 29 May,29h 20m,2,No info,15129
3,21/03/2019,0,1,DEL → BOM → COK,11:30,19:15,7h 45m,1,No info,13378
0,1/06/2019,1,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No info,4174
3,21/05/2019,0,1,DEL → BOM → COK,11:25,19:00,7h 35m,1,No info,9103
0,9/06/2019,3,4,MAA → CCU,07:55,10:15,2h 20m,0,No info,3850
1,9/06/2019,0,1,DEL → COK,14:40,17:50,3h 10m,0,No info,6216
1,1/04/2019,1,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1,No info,8610
2,6/06/2019,1,Banglore,CCU → DEL → BLR,17:00,09:45 07 Jun,16h 45m,1,In-flight meal not included,10539
0,9/03/2019,0,1,DEL → HYD → COK,11:55,22:20,10h 25m,1,No info,6674
3,24/06/2019,0,1,DEL → BOM → COK,08:00,21:00,13h,1,No info,7618
0,21/04/2019,4,0,BLR → DEL,00:30,03:25,2h 55m,0,No info,3943
1,24/03/2019,4,2,BLR → DEL,16:00,18:35,2h 35m,0,No info,11913
0,09/03/2019,4,2,BLR → DEL,18:55,21:45,2h 50m,0,No info,6860
2,12/06/2019,0,1,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2,No info,13292
3,6/03/2019,0,1,DEL → BOM → COK,02:15,15:30,13h 15m,1,No info,17057
2,27/06/2019,0,1,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,No info,13014
1,3/03/2019,0,1,DEL → HYD → BOM → COK,07:05,19:15 04 Mar,36h 10m,2,No info,11552
0,12/03/2019,3,4,MAA → CCU,11:35,14:00,2h 25m,0,No info,6297
0,24/03/2019,3,4,MAA → CCU,11:35,14:00,2h 25m,0,No info,4332
1,21/03/2019,0,1,DEL → COK,05:10,08:00,2h 50m,0,No info,5674
3,21/05/2019,0,1,DEL → BOM → COK,07:05,19:15,12h 10m,1,In-flight meal not included,10711
2,1/04/2019,1,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,No info,11467
1,6/05/2019,1,Banglore,CCU → BOM → COK → BLR,16:50,15:05 07 May,22h 15m,2,No info,12434
1,24/06/2019,0,1,DEL → COK,18:05,21:10,3h 5m,0,No info,5201
1,18/05/2019,4,0,BLR → DEL,17:00,19:35,2h 35m,0,No info,4878
2,6/06/2019,0,1,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2,No info,13014
0,6/06/2019,3,4,MAA → CCU,08:20,10:35,2h 15m,0,No info,3597
1,03/03/2019,4,2,BLR → BOM → IDR → DEL,08:50,11:10 07 Mar,26h 20m,2,No info,12599
2,24/05/2019,1,Banglore,CCU → BOM → BLR,18:55,22:35 25 May,27h 40m,1,In-flight meal not included,10844
2,21/05/2019,0,1,DEL → BOM → COK,02:15,19:00,16h 45m,1,In-flight meal not included,12898
0,21/06/2019,4,0,BLR → DEL,13:00,15:50,2h 50m,0,No info,3943
3,12/06/2019,0,1,DEL → BOM → COK,13:00,01:30 13 Jun,12h 30m,1,No info,7198
0,18/05/2019,1,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1,No info,4963
0,01/03/2019,4,2,BLR → DEL,16:55,19:45,2h 50m,0,No info,12649
3,6/03/2019,0,1,DEL → BOM → COK,08:00,15:30,7h 30m,1,No info,17267
2,9/05/2019,0,1,DEL → BOM → COK,07:05,19:00,11h 55m,1,In-flight meal not included,12373
2,03/03/2019,4,2,BLR → BOM → DEL,11:40,00:45 07 Mar,13h 5m,1,In-flight meal not included,13502
3,21/03/2019,0,1,DEL → BOM → COK,11:30,18:50,7h 20m,1,No info,11622
0,3/03/2019,1,Banglore,CCU → BLR,22:20,00:40 04 Mar,2h 20m,0,No info,5515
2,15/05/2019,1,Banglore,CCU → DEL → BLR,20:25,14:25 16 May,18h,1,In-flight meal not included,9314
3,3/06/2019,0,1,DEL → BOM → COK,10:20,19:00,8h 40m,1,No info,11789
0,6/04/2019,4,0,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823
1,3/06/2019,0,1,DEL → HYD → MAA → COK,13:15,09:25 04 Jun,20h 10m,2,No info,10467
3,3/06/2019,0,1,DEL → BOM → COK,13:00,21:00,8h,1,No info,7408
1,15/06/2019,0,1,DEL → MAA → COK,06:05,09:25 16 Jun,27h 20m,1,No info,7480
0,24/04/2019,1,Banglore,CCU → BLR,22:20,00:40 25 Apr,2h 20m,0,No check-in baggage included,3841
0,18/05/2019,3,4,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543
1,24/06/2019,0,1,DEL → RPR → NAG → BOM → COK,05:15,19:15 25 Jun,38h,3,No info,10493
3,27/05/2019,0,1,DEL → BOM → COK,11:25,19:00,7h 35m,1,No info,9103
2,6/05/2019,1,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1,In-flight meal not included,10844
0,9/06/2019,4,0,BLR → DEL,20:00,22:50,2h 50m,0,No info,4823
4,24/03/2019,4,2,BLR → DEL,23:25,02:10 25 Mar,2h 45m,0,No info,4482
2,12/06/2019,1,Banglore,CCU → BOM → BLR,06:30,10:05 13 Jun,27h 35m,1,In-flight meal not included,8529
1,3/03/2019,0,1,DEL → COK,14:10,17:10,3h,0,No info,7931
2,18/05/2019,1,Banglore,CCU → BOM → BLR,18:55,09:20 19 May,14h 25m,1,In-flight meal not included,9663
2,1/06/2019,0,1,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,In-flight meal not included,10368
1,18/05/2019,1,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2,No info,10151
0,27/05/2019,3,4,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543
3,1/06/2019,0,1,DEL → BOM → COK,19:00,01:30 02 Jun,6h 30m,1,No info,7530
3,9/05/2019,0,1,DEL → HYD → COK,14:55,22:30,7h 35m,1,No info,6805
2,18/06/2019,4,0,BLR → DEL,07:45,10:40,2h 55m,0,No info,3419
4,9/06/2019,4,0,BLR → DEL,23:55,02:45 10 Jun,2h 50m,0,No info,7120
2,21/05/2019,1,Banglore,CCU → DEL → BLR,17:00,10:55 22 May,17h 55m,1,No info,14151
1,21/06/2019,2,3,BOM → HYD,06:20,07:40,1h 20m,0,No info,3100
2,24/05/2019,1,Banglore,CCU → DEL → BLR,17:00,14:25 25 May,21h 25m,1,No info,12121
0,6/05/2019,2,3,BOM → HYD,05:45,07:15,1h 30m,0,No info,2017
0,15/06/2019,2,3,BOM → HYD,05:45,07:15,1h 30m,0,No check-in baggage included,2647
0,12/06/2019,0,1,DEL → BLR → COK,17:05,22:25,5h 20m,1,No info,6147
2,1/06/2019,0,1,DEL → BDQ → BOM → COK,18:25,04:25 02 Jun,10h,2,No info,14237
2,12/06/2019,1,Banglore,CCU → BOM → BLR,21:10,09:20 13 Jun,12h 10m,1,No info,13044
2,18/05/2019,0,1,DEL → BOM → COK,02:15,19:00,16h 45m,1,No info,15554
0,9/04/2019,4,0,BLR → DEL,09:30,12:20,2h 50m,0,No info,4423
1,6/06/2019,0,1,DEL → BOM → COK,21:00,07:40 07 Jun,10h 40m,1,No info,8372
2,18/05/2019,1,Banglore,CCU → BOM → BLR,20:00,23:35 19 May,27h 35m,1,In-flight meal not included,10844
1,18/05/2019,1,Banglore,CCU → DEL → BLR,17:00,18:50 19 May,25h 50m,1,No info,9555
1,15/05/2019,0,1,DEL → HYD → MAA → COK,17:15,09:25 16 May,16h 10m,2,No info,8839
1,6/05/2019,1,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 07 May,30h 30m,2,No info,10151
1,12/05/2019,1,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 13 May,20h 10m,2,No info,11432
0,15/04/2019,4,0,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,4319
1,6/06/2019,1,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 07 Jun,30h 30m,2,No info,9626
1,18/05/2019,1,Banglore,CCU → DEL → BLR,17:30,20:25 19 May,26h 55m,1,No info,10623
2,18/04/2019,0,1,DEL → COK,11:00,14:15,3h 15m,0,No info,9564
2,9/05/2019,1,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,No info,14781
2,15/05/2019,4,0,BLR → DEL,08:20,11:20,3h,0,No info,7229
0,27/06/2019,0,1,DEL → BOM → COK,17:30,01:30 28 Jun,8h,1,No info,5684
2,18/05/2019,1,Banglore,CCU → BOM → BLR,05:45,09:20 19 May,27h 35m,1,No info,14388
0,18/04/2019,4,0,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,5515
2,9/06/2019,1,Banglore,CCU → DEL → BLR,20:25,22:05 10 Jun,25h 40m,1,No info,12692
2,1/05/2019,1,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,In-flight meal not included,9314
0,15/06/2019,1,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No info,3873
0,21/04/2019,1,Banglore,CCU → BLR,22:20,00:40 22 Apr,2h 20m,0,No check-in baggage included,4807
3,27/06/2019,0,1,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,14848
0,24/04/2019,0,1,DEL → HYD → COK,05:05,12:10,7h 5m,1,No info,6171
0,24/06/2019,2,3,BOM → HYD,13:15,14:45,1h 30m,0,No check-in baggage included,1965
2,12/06/2019,1,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,In-flight meal not included,10539
4,1/06/2019,4,0,BLR → DEL,11:10,13:55,2h 45m,0,No info,4483
3,27/03/2019,0,1,DEL → BOM → COK,06:00,19:15,13h 15m,1,No info,8371
2,6/03/2019,0,1,DEL → BOM → COK,13:55,04:25 07 Mar,14h 30m,1,No info,15764
2,12/05/2019,1,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,In-flight meal not included,10844
1,18/05/2019,1,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,2,No info,11642
0,12/04/2019,4,0,BLR → DEL,04:00,06:50,2h 50m,0,No info,4423
1,15/06/2019,4,0,BLR → DEL,09:45,12:35,2h 50m,0,No info,4878
0,9/05/2019,2,3,BOM → HYD,13:15,14:45,1h 30m,0,No info,2227
2,15/05/2019,1,Banglore,CCU → BOM → BLR,16:30,18:15 16 May,25h 45m,1,In-flight meal not included,10844
4,3/04/2019,1,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4107
1,24/03/2019,1,Banglore,CCU → DEL → BLR,07:10,10:50 25 Mar,27h 40m,1,No info,11262
2,3/06/2019,0,1,DEL → BOM → COK,14:00,12:35 04 Jun,22h 35m,1,In-flight meal not included,10262
2,18/05/2019,4,0,BLR → DEL,15:15,18:10,2h 55m,0,In-flight meal not included,4544
2,24/05/2019,4,0,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,6144
2,15/03/2019,4,2,BLR → DEL,07:45,10:40,2h 55m,0,No info,5706
2,15/03/2019,4,2,BLR → BDQ → DEL,05:50,12:20,6h 30m,1,In-flight meal not included,5853
2,21/05/2019,1,Banglore,CCU → BOM → PNQ → BLR,06:30,20:50,14h 20m,2,In-flight meal not included,10118
1,1/05/2019,1,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 02 May,20h,2,No info,14687
3,27/05/2019,0,1,DEL → BOM → COK,11:30,19:15,7h 45m,1,In-flight meal not included,9254
2,1/06/2019,0,1,DEL → JAI → BOM → COK,09:40,04:25 02 Jun,18h 45m,2,In-flight meal not included,10368
2,6/06/2019,1,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,No info,14571
2,1/06/2019,4,0,BLR → DEL,15:15,18:10,2h 55m,0,In-flight meal not included,7229
0,6/06/2019,0,1,DEL → BOM → COK,06:40,21:00,14h 20m,1,No info,6093
3,9/03/2019,0,1,DEL → BOM → COK,08:00,21:00,13h,1,No info,16023
0,6/06/2019,3,4,MAA → CCU,14:45,17:05,2h 20m,0,No info,3597
2,24/03/2019,1,Banglore,CCU → BOM → BLR,06:30,23:25,16h 55m,1,In-flight meal not included,8824
0,9/03/2019,0,1,DEL → BLR → COK,02:00,07:45,5h 45m,1,No info,7060
2,24/03/2019,1,Banglore,CCU → BOM → BLR,13:55,09:15 25 Mar,19h 20m,1,No info,14231
2,24/04/2019,4,0,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,4544
2,9/03/2019,0,1,DEL → BOM → COK,15:05,18:50 10 Mar,27h 45m,1,No info,16289
0,3/03/2019,1,Banglore,CCU → BLR,10:10,12:55,2h 45m,0,No info,6565
0,21/06/2019,3,4,MAA → CCU,14:45,17:05,2h 20m,0,No info,3597
1,6/05/2019,0,1,DEL → MAA → COK,20:40,09:25 07 May,12h 45m,1,No info,7480
1,12/05/2019,1,Banglore,CCU → DEL → BLR,17:00,10:45 13 May,17h 45m,1,No info,9922
2,27/05/2019,4,0,BLR → DEL,17:45,20:45,3h,0,No info,7229
2,15/06/2019,0,1,DEL → ATQ → BOM → COK,20:00,12:35 16 Jun,16h 35m,2,No info,14300
2,27/03/2019,0,1,DEL → BOM → COK,02:15,04:25 28 Mar,26h 10m,1,No info,12242
3,24/06/2019,0,1,DEL → BOM → COK,11:25,19:00,7h 35m,1,No info,10678
3,27/05/2019,0,1,DEL → BOM → COK,08:00,21:00,13h,1,In-flight meal not included,9450
0,6/04/2019,1,Banglore,CCU → BLR,21:25,00:05 07 Apr,2h 40m,0,No info,4174
2,6/04/2019,4,0,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,4544
0,15/05/2019,1,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1,No info,5386
2,24/05/2019,0,1,DEL → AMD → BOM → COK,19:10,19:00 25 May,23h 50m,2,No info,15129
0,15/06/2019,0,1,DEL → HYD → COK,14:20,22:30,8h 10m,1,No info,6412
2,27/06/2019,0,1,DEL → AMD → BOM → COK,23:05,04:25 29 Jun,29h 20m,2,No info,15339
2,24/03/2019,4,2,BLR → DEL,02:00,04:45,2h 45m,0,No info,7229
1,1/06/2019,4,0,BLR → DEL,09:45,12:35,2h 50m,0,No info,4878
4,6/04/2019,1,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,3807
2,18/05/2019,0,1,DEL → BOM → COK,17:30,12:35 19 May,19h 5m,1,In-flight meal not included,12373
2,6/06/2019,1,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,No info,14571
2,12/06/2019,0,1,DEL → BOM → COK,19:45,04:25 13 Jun,8h 40m,1,In-flight meal not included,10262
2,9/06/2019,0,1,DEL → BOM → COK,20:55,19:00 10 Jun,22h 5m,1,In-flight meal not included,10577
1,6/03/2019,2,3,BOM → DEL → HYD,20:55,22:55 07 Mar,26h,1,No info,12395
0,27/04/2019,1,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841
4,3/06/2019,0,1,DEL → BLR → COK,07:55,15:45,7h 50m,1,No info,8759
0,21/03/2019,0,1,DEL → BOM → COK,04:45,15:30,10h 45m,1,No info,7738
0,18/05/2019,0,1,DEL → BOM → COK,15:00,01:30 19 May,10h 30m,1,No info,7503
0,3/06/2019,0,1,DEL → BOM → COK,11:25,01:30 04 Jun,14h 5m,1,No info,5883
2,12/06/2019,1,Banglore,CCU → DEL → BLR,20:25,09:45 13 Jun,13h 20m,1,No info,12692
0,15/04/2019,4,0,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823
0,27/05/2019,2,3,BOM → HYD,05:45,07:15,1h 30m,0,No info,2017
1,12/06/2019,0,1,DEL → JAI → BOM → COK,12:00,07:40 13 Jun,19h 40m,2,No info,8603
2,21/06/2019,4,0,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,5769
2,1/04/2019,1,Banglore,CCU → BOM → BLR,18:55,18:15 02 Apr,23h 20m,1,No info,12681
0,24/06/2019,4,0,BLR → DEL,05:55,08:35,2h 40m,0,No info,3625
0,9/05/2019,0,1,DEL → BOM → COK,09:15,01:30 10 May,16h 15m,1,No info,8854
0,15/05/2019,2,3,BOM → HYD,02:35,04:05,1h 30m,0,No info,2754
1,12/06/2019,0,1,DEL → BOM → COK,10:00,19:15,9h 15m,1,No info,8372
2,12/06/2019,0,1,DEL → BOM → COK,16:00,12:35 13 Jun,20h 35m,1,In-flight meal not included,10262
1,3/03/2019,3,4,MAA → CCU,11:40,13:55,2h 15m,0,No info,10810
0,15/06/2019,3,4,MAA → CCU,05:15,07:40,2h 25m,0,No info,3540
2,6/06/2019,4,0,BLR → DEL,18:55,22:00,3h 5m,0,No info,8016
0,09/03/2019,4,2,BLR → DEL,10:30,13:20,2h 50m,0,No info,6860
4,27/04/2019,0,1,DEL → BLR → COK,16:45,22:25,5h 40m,1,No info,6451
2,6/05/2019,1,Banglore,CCU → DEL → BLR,20:25,15:05 07 May,18h 40m,1,No info,13067
2,6/05/2019,1,Banglore,CCU → DEL → BLR,17:00,18:00 07 May,25h,1,No info,11467
1,9/05/2019,1,Banglore,CCU → DEL → BLR,10:00,23:15,13h 15m,1,No info,10203
4,12/03/2019,1,Banglore,CCU → BLR,22:50,01:20 13 Mar,2h 30m,0,No info,4082
1,21/05/2019,0,1,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2,No info,13276
2,09/03/2019,4,2,BLR → BOM → JDH → DEL,08:55,15:55,7h,2,No info,23001
2,6/06/2019,1,Banglore,CCU → BOM → BLR,18:55,20:45 07 Jun,25h 50m,1,In-flight meal not included,10844
0,27/06/2019,4,0,BLR → DEL,18:55,21:50,2h 55m,0,No info,4990
2,09/03/2019,4,2,BLR → BDQ → DEL,05:50,15:00,9h 10m,1,In-flight meal not included,10037
2,6/05/2019,1,Banglore,CCU → BOM → BLR,20:00,04:40 07 May,8h 40m,1,No info,14388
0,24/03/2019,4,2,BLR → DEL,16:55,19:45,2h 50m,0,No info,7303
1,3/03/2019,0,1,DEL → HYD → BOM → COK,21:30,19:15 04 Mar,21h 45m,2,No info,12287
2,6/06/2019,1,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,In-flight meal not included,10844
2,24/05/2019,2,3,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,4995
3,27/05/2019,0,1,DEL → BOM → COK,11:40,19:00,7h 20m,1,No info,9794
0,6/06/2019,1,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,No info,4226
0,21/03/2019,0,1,DEL → BOM → COK,11:30,01:35 22 Mar,14h 5m,1,No info,7318
2,12/06/2019,1,Banglore,CCU → BOM → BLR,20:00,08:15 13 Jun,12h 15m,1,In-flight meal not included,8529
1,12/06/2019,1,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 13 Jun,30h 30m,2,No info,9416
2,3/06/2019,0,1,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,27h,2,In-flight meal not included,11507
1,1/04/2019,1,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 02 Apr,16h 10m,2,No info,9920
3,18/05/2019,0,1,DEL → HYD → COK,07:10,16:10,9h,1,No info,7038
2,3/06/2019,0,1,DEL → BOM → COK,07:00,12:55,5h 55m,1,No info,4959
2,9/06/2019,2,3,BOM → HYD,07:05,08:30,1h 25m,0,No info,5678
2,9/06/2019,4,0,BLR → DEL,08:20,11:20,3h,0,In-flight meal not included,7229
2,1/04/2019,1,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,In-flight meal not included,7064
0,6/04/2019,4,0,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823
2,24/05/2019,1,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,No info,14571
0,27/03/2019,1,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,4148
1,24/05/2019,1,Banglore,CCU → DEL → COK → BLR,10:00,01:20 25 May,15h 20m,2,No info,13873
2,24/06/2019,0,1,DEL → BOM → COK,13:00,12:35 25 Jun,23h 35m,1,In-flight meal not included,10262
2,21/05/2019,0,1,DEL → AMD → BOM → COK,19:10,19:00 22 May,23h 50m,2,No info,15129
3,9/04/2019,0,1,DEL → BOM → COK,11:40,01:30 10 Apr,13h 50m,1,No info,6645
0,1/05/2019,1,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804
0,09/03/2019,4,2,BLR → STV → DEL,11:20,15:25,4h 5m,1,No info,5746
2,9/06/2019,0,1,DEL → HYD → COK,05:55,13:35,7h 40m,1,No info,5199
0,18/03/2019,3,4,MAA → CCU,19:35,21:55,2h 20m,0,No info,4332
0,1/06/2019,0,1,DEL → BOM → COK,11:25,21:00,9h 35m,1,No info,6416
1,18/03/2019,4,2,BLR → BOM → JDH → DEL,06:45,16:20,9h 35m,2,No info,12935
2,21/03/2019,4,2,BLR → BOM → DEL,08:55,20:20,11h 25m,1,In-flight meal not included,7832
2,1/05/2019,1,Banglore,CCU → BOM → BLR,16:30,04:40 02 May,12h 10m,1,In-flight meal not included,8586
2,24/06/2019,4,0,BLR → DEL,15:15,18:10,2h 55m,0,In-flight meal not included,5769
2,21/05/2019,2,3,BOM → HYD,10:20,11:50,1h 30m,0,No info,8040
1,6/03/2019,0,1,DEL → COK,06:00,09:10,3h 10m,0,No info,12411
1,9/06/2019,1,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1,No info,8366
3,3/06/2019,0,1,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,7354
1,01/03/2019,4,2,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2,Change airports,13576
3,3/06/2019,0,1,DEL → BOM → COK,09:15,19:00,9h 45m,1,No info,11622
1,6/06/2019,1,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2,No info,12723
2,24/03/2019,1,Banglore,CCU → BOM → BLR,08:25,23:25,15h,1,No info,13759
0,15/05/2019,0,1,DEL → HYD → COK,16:10,22:30,6h 20m,1,No info,6412
0,27/03/2019,0,1,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2,No info,6494
2,24/03/2019,2,3,BOM → HYD,15:50,17:20,1h 30m,0,No info,5678
1,12/05/2019,1,Banglore,CCU → BOM → BLR,09:25,11:10 13 May,25h 45m,1,No info,8891
2,3/03/2019,0,1,DEL → BOM → COK,21:50,18:50 04 Mar,21h,1,No info,17024
2,12/06/2019,0,1,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,In-flight meal not included,10368
2,9/06/2019,1,Banglore,CCU → BOM → BLR,20:00,18:15 10 Jun,22h 15m,1,No info,14571
2,21/03/2019,4,2,BLR → BOM → DEL,07:00,15:15,8h 15m,1,In-flight meal not included,7832
2,9/05/2019,1,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1,No info,14151
3,21/03/2019,0,1,DEL → BOM → COK,10:45,19:15,8h 30m,1,No info,7154
4,15/04/2019,1,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1,No info,5192
3,6/03/2019,0,1,DEL → IDR → BOM → COK,15:05,01:35 07 Mar,10h 30m,2,No info,21483
2,6/06/2019,1,Banglore,CCU → BOM → BLR,16:30,04:40 07 Jun,12h 10m,1,In-flight meal not included,6812
0,03/03/2019,4,2,BLR → BOM → DEL,19:35,00:35 07 Mar,5h,1,No info,13292
0,9/04/2019,1,Banglore,CCU → BLR,22:15,00:50 10 Apr,2h 35m,0,No info,4174
2,27/06/2019,0,1,DEL → AMD → BOM → COK,19:10,12:35 28 Jun,17h 25m,2,In-flight meal not included,11150
0,24/04/2019,0,1,DEL → BLR → COK,17:05,22:15,5h 10m,1,No info,5912
